"","Conflict_Name","Conflict_Type","Region","Start_Year","End_Year","Status","Primary_Country","Pre_War_Unemployment_%","During_War_Unemployment_%","Unemployment_Spike_Percentage_Points","Most_Affected_Sector","Youth_Unemployment_Change_%","Pre_War_Poverty_Rate_%","During_War_Poverty_Rate_%","Extreme_Poverty_Rate_%","Food_Insecurity_Rate_%","Households_Fallen_Into_Poverty_Estimate","GDP_Change_%","Inflation_Rate_%","Currency_Devaluation_%","Cost_of_War_USD","Estimated_Reconstruction_Cost_USD","Informal_Economy_Size_Pre_War_%","Informal_Economy_Size_During_War_%","Black_Market_Activity_Level","Primary_Black_Market_Goods","Currency_Black_Market_Rate_Gap_%","War_Profiteering_Documented"
"4316","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",14.97,28.44,13.47,"Energy",20.18,15.58,22.39,10.98,14.5,578,-7.96,47.52,84.02,116721524397,289195376634,13.82,24.49,"Moderate","fuel",15.07,"Yes"
"4317","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Ukraine",11.58,29.85,18.27,"Services",27.05,5.07,26.66,13.86,17.95,5162,-42.44,32.56,24.76,443896538609,1574586842930,37.31,90,"Dominant","fuel, medicine, food",95.11,"Yes"
"4318","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Iran",8.03,13.9,5.87,"Construction",6.77,14.86,20.8,8.58,17.29,5273,-45.81,40.57,44.08,298656184426,937346027184,28.75,59.46,"Low","weapons, medicine",408,"Yes"
"4319","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Palestine (Gaza)",4.11,9.76,5.65,"Agriculture",7.15,15.19,18.96,11.82,13.47,2386,-64.8,112.18,173.59,339165361582,514198251856,33.28,66.28,"Dominant","medicine",95.75,"No"
"4320","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",14.94,18.07,3.13,"Tourism",4.32,29.59,31.68,11.31,17.38,6458,-36.15,52.23,104.2,407171164483,1237005784418,19.19,44.57,"Dominant","currency, medicine",10.54,"Yes"
"4321","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",13.13,21.14,8.01,"Energy",11.43,7.29,13.41,4.86,8.33,7560,-43.66,87.09,100.07,350550626399,595443402725,18.3,45.6,"Low","food, currency, water",16.27,"Yes"
"4322","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",4.6,6.78,2.18,"Tourism",2.48,12.61,14.82,5.98,9.29,1624636,-44.38,27.81,31.55,15673196869,56923370211,34.53,45.67,"High","medicine",11.35,"Yes"
"4323","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",7.91,20.57,12.66,"Tourism",15.75,13.19,25.9,10.08,14,27828,-46.35,86.97,102.35,412878724171,841276146423,17.34,33.94,"Moderate","water, weapons",3.7,"Yes"
"4324","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",12.32,32.85,20.53,"Construction",22.67,11.47,31.88,15.76,26.34,3072,-10.66,104.06,175.4,237697701948,715226766428,13.47,39.83,"Low","weapons, fuel, currency",9.08,"No"
"4325","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",6.92,20.6,13.68,"Manufacturing",20.29,26.8,43.04,24.05,26.11,8766,-39.12,19.12,17.93,107486545991,351291019106,14.52,20.37,"Dominant","currency, medicine, weapons",14.82,"Yes"
"4326","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",11.02,27.29,16.27,"Tourism",18.88,8.64,17.73,9.5,13.09,69917,-35.6,26.71,29.04,147918066908,501453504676,28.38,55.3,"Dominant","water, medicine, food",330.89,"Yes"
"4327","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Palestine (Gaza)",3.8,11.87,8.07,"Tourism",10.58,22.87,27.4,9.39,14.29,40925,-80.15,103.67,202.33,458655387188,831701189702,35.55,75.08,"High","water",344.71,"Yes"
"4328","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",14.68,36.29,21.61,"Agriculture",28.35,7.19,24.02,8.04,20.32,4250,-28.31,44.27,63.18,316261606599,1233711101196,27.62,72.31,"High","water",57.6,"No"
"4329","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",4.67,7.22,2.55,"Agriculture",3.17,5.56,7.45,4.3,5.07,102728,-17.37,49.87,29.44,372292675798,1211589441853,26.52,46.24,"Dominant","water, medicine",2.86,"No"
"4330","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",5.18,6.51,1.33,"Construction",1.82,28.83,29.99,9.62,25.21,79049,-30.27,92.51,100.83,46325988080,160872918728,35.66,90,"High","currency, food",465.81,"Yes"
"4331","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",14.12,41.51,27.39,"Construction",35.89,5.42,20.84,12.1,12.11,120779,-42.79,36.02,29.19,125035062817,218044744824,35.71,51.11,"Low","currency",274.71,"No"
"4332","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",3.22,9.31,6.09,"Energy",8.85,14.6,19.35,11.41,12.54,3739,-22.02,85.83,54.8,404537191054,1387547515179,39.5,56.91,"Dominant","weapons, fuel, currency",135.01,"Yes"
"4333","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",8.72,48.5,39.77,"Manufacturing",51.74,23.21,50.52,15.91,28.16,27400,-21.37,17.05,22.55,340822117647,566554275012,34.32,66.63,"Dominant","water, weapons",369.5,"No"
"4334","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",9.54,26.06,16.52,"Energy",21.57,17.22,30.72,10.84,18.87,49769,-5.81,66.65,108.82,493611329244,1275364691926,24.82,69.95,"Moderate","weapons, food, currency",181.75,"Yes"
"4335","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",13.04,17.09,4.05,"Energy",5.54,28.29,31.2,21.83,21.76,7287,-38.08,56.57,30.52,155087124376,320179350682,20.72,43.63,"Dominant","fuel",13.03,"Yes"
"4336","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Israel",3.88,16.69,12.81,"Services",17.27,10.47,23.7,14.65,18.87,2213,-66.92,81.14,57.08,361467546803,1024350804547,32.38,90,"Dominant","food, weapons, medicine",361.33,"No"
"4337","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Russia",5.71,15.17,9.46,"Construction",13.83,29.85,37.53,14.15,32.93,1602557,-12.18,129.81,152.77,362649490121,1043301320927,26.54,77.23,"Moderate","medicine, water, currency",44.77,"No"
"4338","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",6.71,15.17,8.46,"Agriculture",12.41,7.3,16.12,9.19,10.22,22440,-38.79,59.32,69.04,102371246314,239667660557,36.51,72.28,"Low","weapons",408.56,"Yes"
"4339","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Russia",6.68,14.31,7.63,"Energy",11.15,24.02,31.8,14.11,20.74,418970,-23.52,102.35,63.14,105997678675,169971443218,14.65,31.26,"High","medicine, water",14.92,"Yes"
"4340","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Israel",12.69,34.49,21.79,"Energy",28.25,23.59,37.91,24.58,19.09,63166,-16.8,22.54,14.66,199864908862,553090639818,16.04,38.67,"Dominant","weapons, currency",12.52,"Yes"
"4341","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",8.89,19.88,11,"Agriculture",15.08,10.17,22.02,14.7,17.6,957,-14.8,31.92,51.93,54048926350,184416018538,26.91,78.23,"Dominant","weapons, water, medicine",451.88,"Yes"
"4342","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",14.99,17.67,2.68,"Manufacturing",3.31,26.12,28.21,17.21,14.37,68120,-37.5,78.12,77.74,173051799319,610851082879,38.4,73.75,"Moderate","fuel",242.82,"Yes"
"4343","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",10.4,20.66,10.26,"Agriculture",15.28,11.93,20.6,7.12,11.94,79657,-35.44,84.68,105.35,489183769520,1009940526150,27.07,32.71,"High","food, weapons, water",6.55,"Yes"
"4344","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Israel",6.55,16.16,9.61,"Agriculture",14.41,12.73,19.75,7.5,17.39,92233,-6.73,27.7,26.12,213077397692,604233301388,13.77,17.43,"High","food, water, medicine",17.56,"No"
"4345","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",5.77,9.44,3.66,"Energy",4.33,27.97,32.31,20.25,27.09,10256,-8.3,72.64,54.92,352233678199,1031393144693,29.39,36.37,"Moderate","fuel, weapons, food",15.34,"Yes"
"4346","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Israel",7.24,19.96,12.72,"Energy",15.1,25.07,35.56,20.61,25.19,1497,-13.09,85.41,118.83,261603824707,919085397125,10.92,30.14,"High","fuel, food, currency",8.7,"Yes"
"4347","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Palestine (Gaza)",13.85,61.27,47.42,"Agriculture",57.43,27.23,64.15,39.94,49.75,51872,-69.59,75.99,124.6,369702499180,1167617526765,17.27,36.17,"Low","water, food",2.68,"Yes"
"4348","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Palestine (Gaza)",9.02,19.3,10.28,"Energy",14.72,17.06,27.19,15.62,19.18,6011,-71.83,69.67,119.61,164659791465,374999696261,18.18,37.39,"Moderate","water, food",11.64,"No"
"4349","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",14.13,56.35,42.22,"Tourism",50.99,24.21,59.9,35.5,39.17,4589,-29.14,100.6,144.49,199513508878,411419736208,21.47,54.22,"Low","currency, weapons",262.4,"No"
"4350","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",5.66,12.07,6.4,"Services",7.32,27.09,31.96,10.76,18.13,3726,-38.31,80.89,55.24,185484233944,570305549900,14.74,32.05,"Moderate","fuel, currency, water",2.28,"Yes"
"4351","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",11.79,14.21,2.43,"Tourism",2.68,26.93,29.53,15.73,22.62,60212,-47.87,22.96,36.59,132753828538,267918006922,23.27,58.23,"High","medicine",105.26,"Yes"
"4352","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",4.47,11.02,6.55,"Services",7.55,13.52,20.55,8.93,17.74,750,-49.51,85.75,119.97,102040334480,280690680912,12.32,30.51,"Low","food, medicine",10.38,"Yes"
"4353","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",9.41,24.17,14.76,"Agriculture",20.29,28.77,38.62,22.06,33.98,28921,-49.3,37.56,23.57,293309894779,1065247901415,17.26,27.05,"High","medicine",10.6,"No"
"4354","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",13.01,22.61,9.59,"Agriculture",13.94,28.19,36.59,22.16,20.62,18555,-38.88,93.3,89.31,310496572633,1006605462952,20.27,34.83,"High","weapons, food, currency",11.4,"Yes"
"4355","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",14.49,38.93,24.44,"Agriculture",30.54,11.86,29.4,13.62,16.59,34391,-26.98,84.92,64.74,7262418164,16173825854,16.24,32.91,"Moderate","currency, food, fuel",9.29,"Yes"
"4356","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",4.61,10.45,5.85,"Energy",8.34,23.77,30.17,17.53,23.66,2528,-28.22,48.66,27.11,409697621151,1632863520616,28.08,67.08,"High","water, food",199.88,"Yes"
"4357","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",14.64,42.03,27.4,"Manufacturing",34.04,13.11,29.74,19.96,25.45,50513,-25.71,40.65,68.37,272292087710,494923078100,29.56,80.53,"Moderate","food",268.23,"Yes"
"4358","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",8.58,31.83,23.25,"Services",33.09,6.26,32.86,11.16,19.22,25009,-31.73,75.06,102.83,428033067210,1314227991506,26.05,55.34,"Low","currency",230.6,"Yes"
"4359","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",12.8,18.14,5.34,"Manufacturing",6.47,18.34,23.14,10.25,17.46,129334,-35.5,127.81,129.08,374377811593,1096043019462,20.22,49.85,"High","weapons, water",1.78,"Yes"
"4360","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",9.7,27.77,18.07,"Manufacturing",20.63,11,23.48,9.19,19.55,8563,-16.07,45.38,88.49,267683508985,975585280955,33.7,74.43,"Moderate","fuel, food, weapons",196.21,"Yes"
"4361","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",8.61,11.09,2.47,"Manufacturing",3.13,18.86,20.79,12.45,15.81,1274,-21.75,82.33,155.86,109411757776,218294365407,37.34,60.61,"Dominant","fuel",119.8,"Yes"
"4362","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",12,32.97,20.97,"Manufacturing",26.46,5.73,27.42,16.62,15.84,287178,-32.47,41.85,66.65,298829793668,547025680201,20.65,52.69,"High","water",90.97,"No"
"4363","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Iran",13.57,19.3,5.73,"Services",6.86,22.54,26.7,10.68,24.01,91324,-22.9,105.83,174.32,335973334968,547112813672,36.68,90,"Moderate","food",451.72,"No"
"4364","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",5.35,10.33,4.99,"Manufacturing",7.22,8.4,12.75,6.99,7.97,114092,-38.12,68.19,99.57,420293036215,1261309960573,27.06,62.75,"Moderate","fuel",337.79,"No"
"4365","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",12.43,26.8,14.36,"Construction",15.96,18.63,34.14,10.62,24.15,2026,-44.07,86.93,123.44,466789316192,1651421935545,16.91,29.39,"Moderate","water, food",15.79,"Yes"
"4366","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",3.46,5.82,2.36,"Tourism",3.05,26.48,29.26,12.17,21.07,685,-32.44,41.58,41.1,190467426919,586486947841,15.61,25.7,"High","weapons, water",8.95,"Yes"
"4367","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",10.01,16.14,6.13,"Tourism",7.02,18.44,24.17,7.91,21.12,7445,-13.44,57.85,50.88,435076155069,728312834207,27.28,79.16,"Low","fuel, weapons",199.82,"Yes"
"4368","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",11.19,43.71,32.53,"Services",41.07,11.1,46.17,25.18,35.82,806,-40.28,56.28,47.63,164603712391,410674690078,19.01,48.53,"Moderate","food, weapons, fuel",11.29,"Yes"
"4369","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",3.02,8.37,5.35,"Energy",6.86,7.48,11.83,4.51,7.23,166400,-31.03,14.71,8.75,93946327317,221634421534,15.25,30.98,"Low","food",16.48,"Yes"
"4370","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",6.09,11.16,5.06,"Tourism",6.28,24.32,27.58,13.25,21.3,11567,-43.77,51.7,40.02,142003074871,301565740483,21.93,27.04,"Moderate","water, fuel, medicine",5.48,"Yes"
"4371","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",9.35,35.85,26.5,"Construction",38.96,27.62,42.12,22.02,34.28,1268,-24,80.12,44.85,146645304288,460781934234,28.54,70.51,"Low","food, medicine",438.71,"Yes"
"4372","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",12.52,33.98,21.46,"Agriculture",31.35,19.19,41.67,16.12,34.7,105521,-21.34,81.34,158.16,447160045955,1110488613852,30.63,67.8,"High","currency, food, fuel",151.39,"No"
"4373","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",11.11,36.57,25.46,"Agriculture",31.2,7.14,21.55,11.03,13.51,33393,-22.34,52.52,50.85,94698787489,278481841270,33.56,70.46,"Moderate","fuel",104.5,"Yes"
"4374","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",7.13,20.4,13.27,"Agriculture",14.71,25.48,33.79,22.44,29.62,51705,-30.83,76.53,108.8,186082891567,678553250969,35.49,90,"Low","currency, weapons, water",379.76,"Yes"
"4375","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",9.1,22.73,13.63,"Construction",18.74,16.29,29.02,9.4,17.92,82225,-41.69,100.37,110.59,348086146055,915071166378,32.58,67.42,"Moderate","water, currency",259.43,"No"
"4376","WWII (Japan)","World War","East Asia",1939,1945,"Resolved","Japan",7.34,18.96,11.62,"Manufacturing",12.91,18.84,27.14,13.26,17.77,989,-46.09,138.36,216.68,427716894184,1154430741989,24.5,68.2,"Moderate","food",88.81,"No"
"4377","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",12.72,24.73,12.01,"Construction",15.4,28.61,38.26,17.23,31.6,105650,-24.95,123.71,182.51,364005107839,1285668974538,21.12,48.87,"Dominant","water",10.49,"Yes"
"4378","Afghanistan War","Interstate/Counter-insurgency","South Asia",2001,2021,"Resolved","Afghanistan",7.67,13.55,5.88,"Services",6.92,27.24,30.46,14.78,21.09,5170,-24.93,12.59,21.9,105036241159,335360062482,24.16,34.31,"Low","currency, weapons",11.65,"Yes"
"4379","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",11.4,31.04,19.64,"Services",22.15,10.8,32.37,15.13,25.25,728,-35.8,85.03,98.26,496347648018,1954355358441,25.49,51.61,"Moderate","water, medicine",298.67,"No"
"4380","DRC Conflict","Civil War","Africa",1996,2026,"Ongoing","DRC",12.23,29.47,17.25,"Services",25.48,12.16,30.74,16.65,24.23,1206,-6.14,58.6,71.27,78061004567,296006119472,31.9,73.39,"High","water, fuel",123.42,"Yes"
"4381","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",3.41,14.24,10.83,"Services",13.83,5.22,14.4,9.98,11.37,190628,-36.41,45.97,49.88,140274255512,363329251375,38.02,84.02,"Low","medicine",309.79,"Yes"
"4382","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Iran",5.24,12.59,7.34,"Services",9.63,18.96,25.09,12.59,19.66,67840,-29.94,72.24,92.44,264384910486,491829339178,21.77,40.05,"Moderate","weapons, water",17.23,"No"
"4383","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",8.46,30.17,21.71,"Manufacturing",31.82,28.74,51.28,32.62,36.85,295858,-11.88,107.78,173.96,135651569998,527013500182,37.66,69.32,"Dominant","food, medicine, water",1.79,"Yes"
"4384","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Palestine (Gaza)",9.81,27.13,17.32,"Construction",25.29,29.27,48.86,25.81,39.02,46932,-77.47,60.29,33.83,87645725669,203747703302,10.16,14.92,"High","fuel",15.48,"No"
"4385","Israel-Hamas War","Asymmetric War","Middle East",2023,2026,"Ongoing","Israel",3.05,6.9,3.84,"Tourism",4.38,16.25,20.37,8.89,11.57,8905,-68.67,41.62,43.91,177944758144,305660627220,33.34,46.19,"Low","food, water",3.22,"Yes"
"4386","Syrian Civil War","Civil War","Middle East",2011,2026,"Ongoing","Syria",11,50.62,39.62,"Services",51.33,9.88,56.28,23.1,46.38,8826,-40.17,65.67,45.66,194924253871,642620810134,28.64,51.64,"High","medicine, currency",401.97,"Yes"
"4387","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",12.61,17.77,5.16,"Agriculture",6.3,18.71,24.39,7.78,21.53,14125,-12.96,98.48,138.79,172886427172,369330868514,31.4,58.77,"High","food",463.12,"Yes"
"4388","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",13.17,19.69,6.52,"Energy",9.56,24.26,32.04,20.52,17.95,14774,-5.26,72.19,81.29,75608704730,278265685593,34.31,53.08,"Dominant","fuel, currency, medicine",406.51,"Yes"
"4389","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Ukraine",10.69,12.03,1.33,"Energy",1.75,12.38,13.63,9.3,7.77,17262,-11.94,140.57,75.48,310768107560,667966810747,33.42,49.63,"Low","food, water, medicine",5.39,"Yes"
"4390","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",9.23,25.32,16.08,"Services",18.76,17.61,35.35,20.98,19.03,10397,-49.06,61.95,85.18,301152593542,984123185145,30.13,79.15,"Dominant","fuel",386.39,"No"
"4391","Yemen Civil War","Civil War","Middle East",2015,2026,"Ongoing","Yemen",4.76,9.83,5.07,"Tourism",7.21,22.82,25.38,16.43,13.01,486582,-34.9,137.13,264.25,285465372893,1030051329182,12.1,23.91,"Moderate","medicine, weapons, currency",17.33,"Yes"
"4392","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",10.98,31.91,20.93,"Agriculture",27.65,21.93,37.92,21.46,30.53,272716,-11.89,70.01,63.35,450942307100,1464228324585,31.45,43.68,"Moderate","currency, fuel",16.63,"Yes"
"4393","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",4.27,11.37,7.1,"Services",9.37,29.01,37.22,13.7,23.25,659,-31.62,72.5,122.85,126033430905,318058656379,38.61,90,"High","water, food, medicine",315.24,"Yes"
"4394","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Russia",14.13,20.37,6.24,"Manufacturing",7.05,8.43,14.01,4.43,11.44,713830,-6.48,90.28,93.46,380529514427,745249265848,31.75,42.87,"Dominant","weapons, food, fuel",13.2,"Yes"
"4395","Tigray Conflict","Civil War","Africa",2020,2022,"Resolved","Ethiopia",6.23,12.57,6.34,"Tourism",8.46,18.68,21.94,14.08,14.87,4850,-11.23,79.37,78.01,57600099317,138208154032,16.78,29.96,"Moderate","water, food",17.77,"No"
"4396","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",12.92,30.73,17.81,"Energy",24.46,29.56,40.59,15.67,23,283397,-5.51,118.04,169.37,114598342272,318915608305,21.99,56.29,"Low","medicine, weapons, food",473.17,"Yes"
"4397","WWII (Germany)","World War","Europe",1939,1945,"Resolved","Germany",3.49,7.09,3.6,"Services",4.15,23.62,27.85,11.38,23.67,25757,-34.92,85.46,153.88,75932665229,212481973802,14.07,31.46,"Moderate","medicine, weapons, food",10.09,"Yes"
"4398","Russia-Ukraine War","Interstate War","Europe",2022,2026,"Ongoing","Ukraine",3.12,6.9,3.77,"Energy",4.68,23.11,26,8.93,15.88,28440,-34.77,15.9,30.12,138280108240,254838374415,35.67,82.6,"Moderate","water, currency",8.85,"Yes"
"4399","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Israel",5.4,11.45,6.05,"Tourism",9.05,15.31,21.21,9.72,12.58,978,-26.45,45,40.9,93353939667,350914515987,21.72,46.02,"Moderate","weapons, food",0.21,"Yes"
"4400","Iraq War","Interstate War","Middle East",2003,2011,"Resolved","Iraq",7.1,18.08,10.98,"Energy",12.88,10.49,21.89,6.81,14.46,384806,-15.81,109.7,147.93,442809487733,1627116901546,18.05,24.58,"Moderate","water, weapons",18.66,"No"
"4401","Israel-Iran War","Interstate War","Middle East",2025,2026,"Ongoing","Israel",5.53,14.52,8.99,"Energy",11.71,15.18,24.59,8.02,12.45,85864,-46.67,49.83,50.61,240229182557,407798789290,24.42,68.91,"High","medicine, water",275.89,"Yes"
